"","group","unique.id","org.site","river","latitude","longitude","st.yr","ed.yr","yr.ln","yr.num","origin","country","prov","dataset.id","distance_m","members","within_distance_type","n_in_river","max_yr_ln","n_max_ln","max_yr_num_tied","n_tied","site_sorting","tiebreaker_state","final_state"
"295",6,"NOR_054_MZB_LO_47","St. 6 innløp Saudlandsvatn v/ eplehage","Farsund",58.20641722,6.75998163,2003,2020,18,18,"first call; data Ellen used","Norway","Gaute Velle","NOR_054_MZB_LO",48.7153562347787,"c(""NOR_054_MZB_LO_46"", ""NOR_054_MZB_LO_47"", ""NOR_054_MZB_LO_48"")","within_100m",3,18,3,18,3,"tied - check manually","remove","remove"
"296",6,"NOR_054_MZB_LO_48","St. 7 Innløp Saudlandsvatn v/ kanal","Farsund",58.20634127,6.75923746,2003,2020,18,18,"first call; data Ellen used","Norway","Gaute Velle","NOR_054_MZB_LO",84.8547737028487,"c(""NOR_054_MZB_LO_46"", ""NOR_054_MZB_LO_47"", ""NOR_054_MZB_LO_48"")","within_100m",3,18,3,18,3,"tied - check manually","remove","remove"
"297",11,"NOR_054_MZB_LO_58","St. 7 Taksteinsbekken","Vikedal",59.56608,6.02388,2003,2020,18,15,"first call; data Ellen used","Norway","Gaute Velle","NOR_054_MZB_LO",0,"c(""NOR_054_MZB_LO_58"", ""NOR_054_MZB_LO_59"")","within_100m",2,18,2,15,2,"tied - check manually","remove","remove"
"298",13,"NOR_054_MZB_LO_80","St. 6 Nausta ved Gamlestølen","Nausta",61.57854361,5.94312742,2003,2019,17,9,"first call; data Ellen used","Norway","Gaute Velle","NOR_054_MZB_LO",0,"c(""NOR_054_MZB_LO_80"", ""NOR_054_MZB_LO_81"")","within_100m",2,17,2,9,2,"tied - check manually","remove","remove"
"299",3,"CHE_076_MZB_LO_3","3","Mezza-Gluna",46.7292682892,10.1307247637,2001,2022,22,22,"new data call","Switzerland","Christopher Robinson","CHE_076_MZB_LO",0,"c(""CHE_076_MZB_LO_1"", ""CHE_076_MZB_LO_10"", ""CHE_076_MZB_LO_2"", ""CHE_076_MZB_LO_3"", ""CHE_076_MZB_LO_4"", ""CHE_076_MZB_LO_5"", ""CHE_076_MZB_LO_6"", ""CHE_076_MZB_LO_7"", ""CHE_076_MZB_LO_8"", ""CHE_076_MZB_LO_9"")","within_100m_to_1000m",2,22,2,22,2,"tied - check manually","remove","remove"
"300",3,"CHE_076_MZB_LO_6","6","Sura",46.7263927124,10.1282382454,2001,2022,22,22,"new data call","Switzerland","Christopher Robinson","CHE_076_MZB_LO",360.018338242242,"c(""CHE_076_MZB_LO_1"", ""CHE_076_MZB_LO_10"", ""CHE_076_MZB_LO_2"", ""CHE_076_MZB_LO_3"", ""CHE_076_MZB_LO_4"", ""CHE_076_MZB_LO_5"", ""CHE_076_MZB_LO_6"", ""CHE_076_MZB_LO_7"", ""CHE_076_MZB_LO_8"", ""CHE_076_MZB_LO_9"")","within_100m_to_1000m",3,22,3,22,3,"tied - check manually","remove","remove"
"301",3,"CHE_076_MZB_LO_7","7","Sura",46.7262966296,10.1311654076,2001,2022,22,22,"new data call","Switzerland","Christopher Robinson","CHE_076_MZB_LO",321.445737695122,"c(""CHE_076_MZB_LO_1"", ""CHE_076_MZB_LO_10"", ""CHE_076_MZB_LO_2"", ""CHE_076_MZB_LO_3"", ""CHE_076_MZB_LO_4"", ""CHE_076_MZB_LO_5"", ""CHE_076_MZB_LO_6"", ""CHE_076_MZB_LO_7"", ""CHE_076_MZB_LO_8"", ""CHE_076_MZB_LO_9"")","within_100m_to_1000m",3,22,3,22,3,"tied - check manually","remove","remove"
"302",3,"CHE_076_MZB_LO_8","8","Immez",46.7269669852,10.1325078081,2001,2022,22,22,"new data call","Switzerland","Christopher Robinson","CHE_076_MZB_LO",280.603804637706,"c(""CHE_076_MZB_LO_1"", ""CHE_076_MZB_LO_10"", ""CHE_076_MZB_LO_2"", ""CHE_076_MZB_LO_3"", ""CHE_076_MZB_LO_4"", ""CHE_076_MZB_LO_5"", ""CHE_076_MZB_LO_6"", ""CHE_076_MZB_LO_7"", ""CHE_076_MZB_LO_8"", ""CHE_076_MZB_LO_9"")","within_100m_to_1000m",3,22,3,22,3,"tied - check manually","remove","remove"
"303",3,"CHE_076_MZB_LO_9","9","Immez",46.7279061578,10.1346621394,2001,2022,22,22,"new data call","Switzerland","Christopher Robinson","CHE_076_MZB_LO",326.149660439918,"c(""CHE_076_MZB_LO_1"", ""CHE_076_MZB_LO_10"", ""CHE_076_MZB_LO_2"", ""CHE_076_MZB_LO_3"", ""CHE_076_MZB_LO_4"", ""CHE_076_MZB_LO_5"", ""CHE_076_MZB_LO_6"", ""CHE_076_MZB_LO_7"", ""CHE_076_MZB_LO_8"", ""CHE_076_MZB_LO_9"")","within_100m_to_1000m",3,22,3,22,3,"tied - check manually","remove","remove"
"304",3,"ENG_041_MZB_LO_3513","52041","Blakedown Bk - source to conf R Stour",52.400295,-2.1991078,1994,2019,26,24,"first call; data Ellen used","England","John Francis Murphy","ENG_041_MZB_LO",949.3015400052,"c(""ENG_041_MZB_LO_3496"", ""ENG_041_MZB_LO_3513"")","within_100m_to_1000m",2,26,2,24,2,"tied - check manually","remove","remove"
"305",50,"ENG_062_MZB_LO_286","1591","MIDGELDEN BROOK",53.7077681629,-2.124021123,2002,2019,18,11,"second data call; new data","England","James Sinclair","ENG_062_MZB_LO",104.319344482371,"c(""ENG_062_MZB_LO_285"", ""ENG_062_MZB_LO_286"", ""ENG_062_MZB_LO_288"")","within_100m_to_1000m",2,18,2,11,2,"tied - check manually","remove","remove"
"306",61,"ENG_062_MZB_LO_325","1702","BOTHAL BROCKS BURN",55.1745571109,-1.6265479409,2002,2017,16,5,"second data call; new data","England","James Sinclair","ENG_062_MZB_LO",0,"c(""ENG_062_MZB_LO_323"", ""ENG_062_MZB_LO_325"", ""ENG_062_MZB_LO_456"")","within_100m_to_1000m",2,16,2,5,2,"tied - check manually","remove","remove"
"307",328,"ENG_062_MZB_LO_1926","52117","PERRY",52.7614925656,-2.8308266127,2005,2023,19,5,"second data call; new data","England","James Sinclair","ENG_062_MZB_LO",131.273764480716,"c(""ENG_062_MZB_LO_1547"", ""ENG_062_MZB_LO_1926"")","within_100m_to_1000m",2,19,2,5,2,"tied - check manually","remove","remove"
"308",330,"ENG_062_MZB_LO_1922","52098","RAINS BROOK",52.3407413427,-1.1948576652,2002,2015,14,7,"second data call; new data","England","James Sinclair","ENG_062_MZB_LO",670.857514460348,"c(""ENG_062_MZB_LO_1554"", ""ENG_062_MZB_LO_1922"")","within_100m_to_1000m",2,14,2,7,2,"tied - check manually","remove","remove"
"309",334,"ENG_062_MZB_LO_3246","97161","ASHOP",53.4018358223,-1.7926430738,2002,2024,23,23,"second data call; new data","England","James Sinclair","ENG_062_MZB_LO",265.721378364372,"c(""ENG_062_MZB_LO_1556"", ""ENG_062_MZB_LO_1565"", ""ENG_062_MZB_LO_3246"")","within_100m_to_1000m",2,23,2,23,2,"tied - check manually","remove","remove"
"310",340,"ENG_062_MZB_LO_2103","53800","BURNTWOOD BROOK",52.6673194179,-1.8794215536,2003,2018,16,5,"second data call; new data","England","James Sinclair","ENG_062_MZB_LO",423.674579430312,"c(""ENG_062_MZB_LO_1580"", ""ENG_062_MZB_LO_2103"")","within_100m_to_1000m",2,16,2,5,2,"tied - check manually","remove","remove"
"311",452,"ENG_062_MZB_LO_3246","97161","ASHOP",53.4018358223,-1.7926430738,2002,2024,23,23,"second data call; new data","England","James Sinclair","ENG_062_MZB_LO",249.114665753329,"c(""ENG_062_MZB_LO_1556"", ""ENG_062_MZB_LO_2104"", ""ENG_062_MZB_LO_3246"")","within_100m_to_1000m",3,23,3,23,2,"tied - check manually","remove","remove"
"312",503,"ENG_062_MZB_LO_2516","55856","WILLOW BROOK (NORTH)",52.5018778521,-0.6820559132,2002,2016,15,12,"second data call; new data","England","James Sinclair","ENG_062_MZB_LO",932.642922760258,"c(""ENG_062_MZB_LO_2515"", ""ENG_062_MZB_LO_2516"")","within_100m_to_1000m",2,15,2,12,2,"tied - check manually","remove","remove"
"313",544,"ENG_062_MZB_LO_3053","69300","IRWELL",53.7144404473,-2.2010856487,2002,2019,18,8,"second data call; new data","England","James Sinclair","ENG_062_MZB_LO",270.14659045179,"c(""ENG_062_MZB_LO_2731"", ""ENG_062_MZB_LO_3053"")","within_100m_to_1000m",2,18,2,8,2,"tied - check manually","remove","remove"
"314",610,"ENG_062_MZB_LO_3416","161357","CHEW BK",53.5310801654,-1.9826556667,2013,2024,12,10,"second data call; new data","England","James Sinclair","ENG_062_MZB_LO",228.325472842664,"c(""ENG_062_MZB_LO_3021"", ""ENG_062_MZB_LO_3416"")","within_100m_to_1000m",2,12,2,10,2,"tied - check manually","remove","remove"
"315",672,"ENG_062_MZB_LO_3217","89481","CALDER (WYRE)",53.9291621932,-2.696053702,2002,2021,20,16,"second data call; new data","England","James Sinclair","ENG_062_MZB_LO",0,"c(""ENG_062_MZB_LO_3217"", ""ENG_062_MZB_LO_3225"")","within_100m_to_1000m",2,20,2,16,2,"tied - check manually","remove","remove"
"316",683,"ENG_062_MZB_LO_3270","142180","HELVELLYN GILL",54.548861142,-3.0581445519,2007,2018,12,11,"second data call; new data","England","James Sinclair","ENG_062_MZB_LO",0,"c(""ENG_062_MZB_LO_3269"", ""ENG_062_MZB_LO_3270"", ""ENG_062_MZB_LO_3300"")","within_100m_to_1000m",3,12,3,11,3,"tied - check manually","remove","remove"
"317",690,"ENG_062_MZB_LO_3310","150646","GLYNCH BROOK",52.0049893849,-2.3835936342,2008,2021,14,14,"second data call; new data","England","James Sinclair","ENG_062_MZB_LO",978.244292906157,"c(""ENG_062_MZB_LO_3309"", ""ENG_062_MZB_LO_3310"")","within_100m_to_1000m",2,14,2,14,2,"tied - check manually","remove","remove"
"318",694,"ENG_062_MZB_LO_3343","154235","SWINDALE BECK (LOWTHER)",54.5282392035,-2.7324075501,2009,2021,13,13,"second data call; new data","England","James Sinclair","ENG_062_MZB_LO",867.269838045355,"c(""ENG_062_MZB_LO_3324"", ""ENG_062_MZB_LO_3343"")","within_100m_to_1000m",2,13,2,13,2,"tied - check manually","remove","remove"
"319",695,"ENG_062_MZB_LO_3325","153104","KELD GILL",54.5176241787,-2.7008121694,2009,2018,10,10,"second data call; new data","England","James Sinclair","ENG_062_MZB_LO",0,"c(""ENG_062_MZB_LO_3325"", ""ENG_062_MZB_LO_3326"", ""ENG_062_MZB_LO_3327"", ""ENG_062_MZB_LO_3328"")","within_100m_to_1000m",2,10,2,10,2,"tied - check manually","remove","remove"
"320",695,"ENG_062_MZB_LO_3327","153106","THORNSHIP GILL",54.5102069427,-2.6982139626,2009,2018,10,10,"second data call; new data","England","James Sinclair","ENG_062_MZB_LO",815.371138494898,"c(""ENG_062_MZB_LO_3325"", ""ENG_062_MZB_LO_3326"", ""ENG_062_MZB_LO_3327"", ""ENG_062_MZB_LO_3328"")","within_100m_to_1000m",2,10,2,10,2,"tied - check manually","remove","remove"
"321",713,"ENG_062_MZB_LO_3359","154964","GILT BROOK",52.9983074864,-1.2814980594,2010,2024,15,6,"second data call; new data","England","James Sinclair","ENG_062_MZB_LO",0,"c(""ENG_062_MZB_LO_3358"", ""ENG_062_MZB_LO_3359"", ""ENG_062_MZB_LO_3360"")","within_100m_to_1000m",3,15,3,6,3,"tied - check manually","remove","remove"
"322",19,"ESP_034_MZB_LO_38","Gip43","Deba",43.0825,-2.445787,1987,2021,35,25,"second data call; new data","Spain","Aitor Larrañaga","ESP_034_MZB_LO",0,"c(""ESP_034_MZB_LO_11"", ""ESP_034_MZB_LO_170"", ""ESP_034_MZB_LO_305"", ""ESP_034_MZB_LO_38"")","within_100m_to_1000m",4,35,2,25,2,"tied - check manually","remove","remove"
"323",4,"ESP_060_MZB_LO_21","NVC1408","Navacerrada",40.75617289,-3.99238731,2014,2024,11,11,"second data call; new data","Spain","Ignacio Granados","ESP_060_MZB_LO",881.511252698732,"c(""ESP_060_MZB_LO_20"", ""ESP_060_MZB_LO_21"")","within_100m_to_1000m",2,11,2,11,2,"tied - check manually","remove","remove"
"324",9,"FIN_004_MZB_LO_170","S173","Konttijoki",66.35416,25.897253,2011,2021,11,5,"second data call; new data","Finland","Jukka Aroviita","FIN_004_MZB_LO",0,"c(""FIN_004_MZB_LO_169"", ""FIN_004_MZB_LO_170"", ""FIN_004_MZB_LO_171"")","within_100m_to_1000m",3,11,3,5,3,"tied - check manually","remove","remove"
"325",9,"FIN_004_MZB_LO_169","S172","Konttijoki",66.359311,25.892558,2011,2021,11,5,"second data call; new data","Finland","Jukka Aroviita","FIN_004_MZB_LO",616.445226520067,"c(""FIN_004_MZB_LO_169"", ""FIN_004_MZB_LO_170"", ""FIN_004_MZB_LO_171"")","within_100m_to_1000m",3,11,3,5,3,"tied - check manually","remove","remove"
"326",1,"FRA_015_MZB_LO_1","1","Rhone",45.8319722222222,5.29811388888888,2000,2019,20,20,"first call; data Ellen used","France","Anthony Maire","FRA_015_MZB_LO",0,"c(""FRA_015_MZB_LO_1"", ""FRA_015_MZB_LO_2"")","within_100m_to_1000m",2,20,2,20,2,"tied - check manually","remove","remove"
"327",1,"GER_017_MZB_LO_4","KS2","Kleine Schalmenau",51.435804,8.137236,2010,2019,10,10,"first call; data Ellen used","Germany","Armin Lorenz","GER_017_MZB_LO",119.376255018314,"c(""GER_017_MZB_LO_3"", ""GER_017_MZB_LO_4"")","within_100m_to_1000m",2,10,2,10,2,"tied - check manually","remove","remove"
"328",5,"GER_018_MZB_LO_139","RP_2699875000","Moselle",50.27283123,7.456051934,1982,2003,22,16,"first call; data Ellen used","Germany","Ralf Schäfer","GER_018_MZB_LO",661.636972649218,"c(""GER_018_MZB_LO_139"", ""GER_018_MZB_LO_25"")","within_100m_to_1000m",2,22,2,16,2,"tied - check manually","remove","remove"
"329",27,"GER_070_MZB_LO_118","NRW_201467","Steinagger",50.9808996019762,7.67618493349936,2006,2019,14,5,"new data call","Germany","Landesamt für Natur, Umwelt und Klima Nordrhein-Westfalen (LANUK)","GER_070_MZB_LO",264.71208726162,"c(""GER_070_MZB_LO_117"", ""GER_070_MZB_LO_118"")","within_100m_to_1000m",2,14,2,5,2,"tied - check manually","remove","remove"
"330",34,"GER_070_MZB_LO_139","NRW_212234","Suelz",50.8723892034374,7.19633577935349,2008,2019,12,7,"new data call","Germany","Landesamt für Natur, Umwelt und Klima Nordrhein-Westfalen (LANUK)","GER_070_MZB_LO",477.959092130142,"c(""GER_070_MZB_LO_139"", ""GER_070_MZB_LO_141"", ""GER_070_MZB_LO_142"")","within_100m_to_1000m",3,12,3,7,3,"tied - check manually","remove","remove"
"331",34,"GER_070_MZB_LO_142","NRW_212271","Suelz",50.8632547249736,7.20937865331699,2008,2019,12,7,"new data call","Germany","Landesamt für Natur, Umwelt und Klima Nordrhein-Westfalen (LANUK)","GER_070_MZB_LO",847.160924232933,"c(""GER_070_MZB_LO_139"", ""GER_070_MZB_LO_141"", ""GER_070_MZB_LO_142"")","within_100m_to_1000m",3,12,3,7,3,"tied - check manually","remove","remove"
"332",35,"GER_070_MZB_LO_142","NRW_212271","Suelz",50.8632547249736,7.20937865331699,2008,2019,12,7,"new data call","Germany","Landesamt für Natur, Umwelt und Klima Nordrhein-Westfalen (LANUK)","GER_070_MZB_LO",0,"c(""GER_070_MZB_LO_140"", ""GER_070_MZB_LO_141"", ""GER_070_MZB_LO_142"", ""GER_070_MZB_LO_143"")","within_100m_to_1000m",4,12,4,7,3,"tied - check manually","remove","remove"
"333",35,"GER_070_MZB_LO_140","NRW_212246","Suelz",50.8615086644642,7.21281339887088,2008,2019,12,7,"new data call","Germany","Landesamt für Natur, Umwelt und Klima Nordrhein-Westfalen (LANUK)","GER_070_MZB_LO",299.511937642622,"c(""GER_070_MZB_LO_140"", ""GER_070_MZB_LO_141"", ""GER_070_MZB_LO_142"", ""GER_070_MZB_LO_143"")","within_100m_to_1000m",4,12,4,7,3,"tied - check manually","remove","remove"
"334",56,"GER_070_MZB_LO_410","NRW_791325","Diemel",51.4868926368137,9.11749517439491,2007,2019,13,5,"new data call","Germany","Landesamt für Natur, Umwelt und Klima Nordrhein-Westfalen (LANUK)","GER_070_MZB_LO",931.597287836064,"c(""GER_070_MZB_LO_392"", ""GER_070_MZB_LO_410"")","within_100m_to_1000m",2,13,2,5,2,"tied - check manually","remove","remove"
"335",2,"GER_071_MZB_LO_4","SH_121535","Stoer",54.0311179562,9.8409017888,2009,2020,12,5,"new data call","Germany","Landesamt für Umwelt (Schleswig-Holstein) (LfU)","GER_071_MZB_LO",0,"c(""GER_071_MZB_LO_3"", ""GER_071_MZB_LO_4"", ""GER_071_MZB_LO_5"", ""GER_071_MZB_LO_6"")","within_100m_to_1000m",4,12,4,5,4,"tied - check manually","remove","remove"
"336",2,"GER_071_MZB_LO_5","SH_121536","Stoer",54.0310489159,9.8366254942,2009,2020,12,5,"new data call","Germany","Landesamt für Umwelt (Schleswig-Holstein) (LfU)","GER_071_MZB_LO",271.110621307037,"c(""GER_071_MZB_LO_3"", ""GER_071_MZB_LO_4"", ""GER_071_MZB_LO_5"", ""GER_071_MZB_LO_6"")","within_100m_to_1000m",4,12,4,5,4,"tied - check manually","remove","remove"
"337",5,"GER_071_MZB_LO_7","SH_121541","Radesforder Au",53.9736931704,10.1358365318,2009,2020,12,5,"new data call","Germany","Landesamt für Umwelt (Schleswig-Holstein) (LfU)","GER_071_MZB_LO",0,"c(""GER_071_MZB_LO_7"", ""GER_071_MZB_LO_8"")","within_100m_to_1000m",2,12,2,5,2,"tied - check manually","remove","remove"
"338",9,"GER_071_MZB_LO_11","SH_123702","Schafflunder Muehlenstrom",54.749266282,9.1269909393,2009,2020,12,6,"new data call","Germany","Landesamt für Umwelt (Schleswig-Holstein) (LfU)","GER_071_MZB_LO",0,"c(""GER_071_MZB_LO_10"", ""GER_071_MZB_LO_11"", ""GER_071_MZB_LO_12"")","within_100m_to_1000m",3,12,3,6,2,"tied - check manually","remove","remove"
"339",9,"GER_071_MZB_LO_12","SH_123704","Schafflunder Muehlenstrom",54.747486892,9.1180991878,2009,2020,12,6,"new data call","Germany","Landesamt für Umwelt (Schleswig-Holstein) (LfU)","GER_071_MZB_LO",586.442796581233,"c(""GER_071_MZB_LO_10"", ""GER_071_MZB_LO_11"", ""GER_071_MZB_LO_12"")","within_100m_to_1000m",3,12,3,6,2,"tied - check manually","remove","remove"
"340",1,"GER_072_MZB_LO_1","SN_OBF00080","Elbe",50.8633533404438,14.2262837583507,2009,2019,11,11,"new data call","Germany","Landesamt für Umwelt, Landwirtschaft und Geologie (LfULG), Sachsen","GER_072_MZB_LO",0,"c(""GER_072_MZB_LO_1"", ""GER_072_MZB_LO_2"")","within_100m_to_1000m",2,11,2,11,2,"tied - check manually","remove","remove"
"341",3,"GER_072_MZB_LO_3","SN_OBF00100","Elbe-0 (Labe od toku Jílovský potok po tok Kirnitzsch)",50.8904852802073,14.2291699590732,2009,2019,11,11,"new data call","Germany","Landesamt für Umwelt, Landwirtschaft und Geologie (LfULG), Sachsen","GER_072_MZB_LO",0,"c(""GER_072_MZB_LO_3"", ""GER_072_MZB_LO_4"")","within_100m_to_1000m",2,11,2,11,2,"tied - check manually","remove","remove"
"342",5,"GER_072_MZB_LO_5","SN_OBF00250","Elbe",50.9066355240453,14.1948491761461,2009,2019,11,11,"new data call","Germany","Landesamt für Umwelt, Landwirtschaft und Geologie (LfULG), Sachsen","GER_072_MZB_LO",0,"c(""GER_072_MZB_LO_5"", ""GER_072_MZB_LO_6"")","within_100m_to_1000m",2,11,2,11,2,"tied - check manually","remove","remove"
"343",7,"GER_072_MZB_LO_9","SN_OBF01200","Elbe-1",51.0958106153903,13.6429752056482,2009,2019,11,11,"new data call","Germany","Landesamt für Umwelt, Landwirtschaft und Geologie (LfULG), Sachsen","GER_072_MZB_LO",0,"c(""GER_072_MZB_LO_10"", ""GER_072_MZB_LO_9"")","within_100m_to_1000m",2,11,2,11,2,"tied - check manually","remove","remove"
"344",7,"GER_072_MZB_LO_10","SN_OBF01300","Elbe-1",51.0969389137351,13.6432864747065,2009,2019,11,11,"new data call","Germany","Landesamt für Umwelt, Landwirtschaft und Geologie (LfULG), Sachsen","GER_072_MZB_LO",123.024590287568,"c(""GER_072_MZB_LO_10"", ""GER_072_MZB_LO_9"")","within_100m_to_1000m",2,11,2,11,2,"tied - check manually","remove","remove"
"345",9,"GER_072_MZB_LO_12","SN_OBF01800","Elbe",51.209331557957,13.4040423209241,2009,2019,11,11,"new data call","Germany","Landesamt für Umwelt, Landwirtschaft und Geologie (LfULG), Sachsen","GER_072_MZB_LO",0,"c(""GER_072_MZB_LO_12"", ""GER_072_MZB_LO_13"")","within_100m_to_1000m",2,11,2,11,2,"tied - check manually","remove","remove"
"346",9,"GER_072_MZB_LO_13","SN_OBF01900","Elbe",51.2095736278104,13.4063394325166,2009,2019,11,11,"new data call","Germany","Landesamt für Umwelt, Landwirtschaft und Geologie (LfULG), Sachsen","GER_072_MZB_LO",157.175886577574,"c(""GER_072_MZB_LO_12"", ""GER_072_MZB_LO_13"")","within_100m_to_1000m",2,11,2,11,2,"tied - check manually","remove","remove"
"347",11,"GER_072_MZB_LO_18","SN_OBF02600","Elbe",51.5577384255562,13.0104521292251,2009,2019,11,11,"new data call","Germany","Landesamt für Umwelt, Landwirtschaft und Geologie (LfULG), Sachsen","GER_072_MZB_LO",0,"c(""GER_072_MZB_LO_18"", ""GER_072_MZB_LO_19"")","within_100m_to_1000m",2,11,2,11,2,"tied - check manually","remove","remove"
"348",11,"GER_072_MZB_LO_19","SN_OBF02700","Elbe",51.5582362374623,13.0121358492304,2009,2019,11,11,"new data call","Germany","Landesamt für Umwelt, Landwirtschaft und Geologie (LfULG), Sachsen","GER_072_MZB_LO",124.806340308947,"c(""GER_072_MZB_LO_18"", ""GER_072_MZB_LO_19"")","within_100m_to_1000m",2,11,2,11,2,"tied - check manually","remove","remove"
"349",1,"GER_073_MZB_LO_56","ST_410002","Elbe",51.9317717950605,11.9529909147918,2008,2019,12,8,"new data call","Germany","Landesamt für Umweltschutz (Sachsen-Anhalt) (LAU)","GER_073_MZB_LO",213.931683335862,"c(""GER_073_MZB_LO_55"", ""GER_073_MZB_LO_56"")","within_100m_to_1000m",2,12,2,8,2,"tied - check manually","remove","remove"
"350",5,"GER_073_MZB_LO_60","ST_410061","Elbe",52.7841858153452,12.0346367302095,2006,2019,14,8,"new data call","Germany","Landesamt für Umweltschutz (Sachsen-Anhalt) (LAU)","GER_073_MZB_LO",298.44391705856,"c(""GER_073_MZB_LO_59"", ""GER_073_MZB_LO_60"")","within_100m_to_1000m",2,14,2,8,2,"tied - check manually","remove","remove"
"351",1,"IRL_023_MZB_LO_4","4","Cottage",53.951784,-9.559057,2003,2019,17,17,"first call; data Ellen used","Ireland","Elvira de Eyto","IRL_023_MZB_LO",367.337188292927,"c(""IRL_023_MZB_LO_3"", ""IRL_023_MZB_LO_4"")","within_100m_to_1000m",2,17,2,17,2,"tied - check manually","remove","remove"
"352",3,"IRL_023_MZB_LO_12","12","Lodge",53.97774,-9.559862,2003,2018,16,16,"first call; data Ellen used","Ireland","Elvira de Eyto","IRL_023_MZB_LO",215.521783790612,"c(""IRL_023_MZB_LO_11"", ""IRL_023_MZB_LO_12"", ""IRL_023_MZB_LO_15"")","within_100m_to_1000m",2,16,2,16,2,"tied - check manually","remove","remove"
"353",3,"IRL_051_MZB_LO_72","IR0072","MATTOCK",53.726514,-6.4831401,2009,2020,12,5,"second data call; new data","Ireland","Hugh B. Feeley","IRL_051_MZB_LO",712.859584982911,"c(""IRL_051_MZB_LO_71"", ""IRL_051_MZB_LO_72"")","within_100m_to_1000m",2,12,2,5,2,"tied - check manually","remove","remove"
"354",41,"IRL_051_MZB_LO_238","IR0238","KNICKEEN",53.0026079,-6.5240909,2010,2023,14,5,"second data call; new data","Ireland","Hugh B. Feeley","IRL_051_MZB_LO",0,"c(""IRL_051_MZB_LO_238"", ""IRL_051_MZB_LO_239"")","within_100m_to_1000m",2,14,2,5,2,"tied - check manually","remove","remove"
"355",43,"IRL_051_MZB_LO_242","IR0242","KILDAVIN STREAM",52.6744349,-6.682386,2010,2022,13,5,"second data call; new data","Ireland","Hugh B. Feeley","IRL_051_MZB_LO",847.857863172721,"c(""IRL_051_MZB_LO_241"", ""IRL_051_MZB_LO_242"")","within_100m_to_1000m",2,13,2,5,2,"tied - check manually","remove","remove"
"356",61,"IRL_051_MZB_LO_371","IR0371","NORE",52.5239291,-7.1278918,2007,2022,16,5,"second data call; new data","Ireland","Hugh B. Feeley","IRL_051_MZB_LO",0,"c(""IRL_051_MZB_LO_369"", ""IRL_051_MZB_LO_370"", ""IRL_051_MZB_LO_371"")","within_100m_to_1000m",3,16,3,5,3,"tied - check manually","remove","remove"
"357",61,"IRL_051_MZB_LO_370","IR0370","NORE",52.5238554,-7.1370224,2007,2022,16,5,"second data call; new data","Ireland","Hugh B. Feeley","IRL_051_MZB_LO",598.733953263439,"c(""IRL_051_MZB_LO_369"", ""IRL_051_MZB_LO_370"", ""IRL_051_MZB_LO_371"")","within_100m_to_1000m",3,16,3,5,3,"tied - check manually","remove","remove"
"358",71,"IRL_051_MZB_LO_477","IR0477","ROSSESTOWN",52.7736554,-7.6907135,2008,2020,13,5,"second data call; new data","Ireland","Hugh B. Feeley","IRL_051_MZB_LO",0,"c(""IRL_051_MZB_LO_477"", ""IRL_051_MZB_LO_478"")","within_100m_to_1000m",2,13,2,5,2,"tied - check manually","remove","remove"
"359",128,"IRL_051_MZB_LO_853","IR0853","OWVANE (LIMERICK)",52.534464,-9.1464908,2008,2020,13,5,"second data call; new data","Ireland","Hugh B. Feeley","IRL_051_MZB_LO",0,"c(""IRL_051_MZB_LO_853"", ""IRL_051_MZB_LO_854"")","within_100m_to_1000m",2,13,2,5,2,"tied - check manually","remove","remove"
"360",132,"IRL_051_MZB_LO_873","IR0873","BLEACH",53.0121496,-8.636186,2012,2023,12,7,"second data call; new data","Ireland","Hugh B. Feeley","IRL_051_MZB_LO",0,"c(""IRL_051_MZB_LO_873"", ""IRL_051_MZB_LO_874"")","within_100m_to_1000m",2,12,2,7,2,"tied - check manually","remove","remove"
"361",157,"IRL_051_MZB_LO_1033","IR1033","CASTLEGAR",53.4775944,-8.4929558,2008,2023,16,6,"second data call; new data","Ireland","Hugh B. Feeley","IRL_051_MZB_LO",974.941028150374,"c(""IRL_051_MZB_LO_1032"", ""IRL_051_MZB_LO_1033"")","within_100m_to_1000m",2,16,2,6,2,"tied - check manually","remove","remove"
"362",190,"IRL_051_MZB_LO_1350","IR1350","OWENMORE (MAYO)",54.1404202,-9.7543174,2008,2020,13,5,"second data call; new data","Ireland","Hugh B. Feeley","IRL_051_MZB_LO",901.213329719805,"c(""IRL_051_MZB_LO_1349"", ""IRL_051_MZB_LO_1350"")","within_100m_to_1000m",2,13,2,5,2,"tied - check manually","remove","remove"
"363",204,"IRL_051_MZB_LO_1423","IR1423","MOY",53.986619,-9.1124863,2007,2022,16,6,"second data call; new data","Ireland","Hugh B. Feeley","IRL_051_MZB_LO",694.261213316413,"c(""IRL_051_MZB_LO_1422"", ""IRL_051_MZB_LO_1423"")","within_100m_to_1000m",2,16,2,6,2,"tied - check manually","remove","remove"
"364",241,"IRL_051_MZB_LO_1634","IR1634","STRAGAR",54.6618836,-8.420878,2008,2021,14,5,"second data call; new data","Ireland","Hugh B. Feeley","IRL_051_MZB_LO",944.884284025097,"c(""IRL_051_MZB_LO_1616"", ""IRL_051_MZB_LO_1634"", ""IRL_051_MZB_LO_1635"")","within_100m_to_1000m",2,14,2,5,2,"tied - check manually","remove","remove"
