country,prov,origin,dataset.id,group,org.site,unique.id,river,latitude,longitude,st.yr,ed.yr,yr.ln,yr.num
Switzerland,Maxime Chevre,new data call,CHE_075_MZB_LO,20,CH_147_TG,CHE_075_MZB_LO_103,Eschelisbach,47.60597202,9.304547857,2019,2022,4,4
Switzerland,Maxime Chevre,new data call,CHE_075_MZB_LO,20,Spez_070_TG,CHE_075_MZB_LO_219,Eschelisbach,47.60480978,9.302977287,2015,2015,1,1
Switzerland,Maxime Chevre,new data call,CHE_075_MZB_LO,22,CH_152_VS,CHE_075_MZB_LO_108,Canal D'Uvrier,46.2463861,7.40623505,2019,2022,4,4
Switzerland,Maxime Chevre,new data call,CHE_075_MZB_LO,22,Spez_088_VS,CHE_075_MZB_LO_240,Canal D'Uvrier,46.24772464,7.400477183,2018,2018,1,1
Switzerland,Maxime Chevre,new data call,CHE_075_MZB_LO,26,CH_SPEZ_506_TI,CHE_075_MZB_LO_121,Scairolo,45.95628259,8.916986801,2023,2023,1,1
Switzerland,Maxime Chevre,new data call,CHE_075_MZB_LO,26,CH_SPEZ_507_TI,CHE_075_MZB_LO_122,Scairolo,45.95214316,8.908813479,2023,2023,1,1
Switzerland,Maxime Chevre,new data call,CHE_075_MZB_LO,29,SO_VER_01,CHE_075_MZB_LO_135,Verenabach,47.22860989,7.531317811,2019,2019,1,1
Switzerland,Maxime Chevre,new data call,CHE_075_MZB_LO,29,SO_VER_02,CHE_075_MZB_LO_136,Verenabach,47.22608174,7.53211885,2019,2019,1,1
Switzerland,Maxime Chevre,new data call,CHE_075_MZB_LO,29,SO_VER_03,CHE_075_MZB_LO_137,Verenabach,47.22499218,7.533595722,2019,2019,1,1
Switzerland,Maxime Chevre,new data call,CHE_075_MZB_LO,38,Spez_056_OW,CHE_075_MZB_LO_202,Rütibach,46.85073505,8.181917757,2019,2019,1,1
Switzerland,Maxime Chevre,new data call,CHE_075_MZB_LO,38,Spez_056_OW_010,CHE_075_MZB_LO_203,Ruetibach,46.85199353,8.177896488,2017,2017,1,1
Switzerland,Maxime Chevre,new data call,CHE_075_MZB_LO,39,Spez_056_OW_010,CHE_075_MZB_LO_203,Ruetibach,46.85199353,8.177896488,2017,2017,1,1
Switzerland,Maxime Chevre,new data call,CHE_075_MZB_LO,39,Spez_056_OW,CHE_075_MZB_LO_202,Rütibach,46.85073505,8.181917757,2019,2019,1,1
Switzerland,Maxime Chevre,new data call,CHE_075_MZB_LO,39,Spez_056_OW_311,CHE_075_MZB_LO_204,Rütibach,46.85073505,8.181917757,2018,2018,1,1
Switzerland,Maxime Chevre,new data call,CHE_075_MZB_LO,41,Spez_057_SG,CHE_075_MZB_LO_205,Zapfenbach,47.38820161,9.621418472,2018,2018,1,1
Switzerland,Maxime Chevre,new data call,CHE_075_MZB_LO,41,CH_144_SG,CHE_075_MZB_LO_100,Mittlerer Seegraben,47.38926583,9.61890492,2019,2022,4,4
Switzerland,Maxime Chevre,new data call,CHE_075_MZB_LO,41,Spez_058_SG,CHE_075_MZB_LO_206,Mittlerer Seegraben,47.38926583,9.61890492,2018,2018,1,1
Switzerland,Maxime Chevre,new data call,CHE_075_MZB_LO,42,Spez_058_SG,CHE_075_MZB_LO_206,Mittlerer Seegraben,47.38926583,9.61890492,2018,2018,1,1
Switzerland,Maxime Chevre,new data call,CHE_075_MZB_LO,42,CH_143_SG,CHE_075_MZB_LO_99,Zapfenbach,47.38820161,9.621418472,2019,2022,4,4
Switzerland,Maxime Chevre,new data call,CHE_075_MZB_LO,42,Spez_057_SG,CHE_075_MZB_LO_205,Zapfenbach,47.38820161,9.621418472,2018,2018,1,1
Switzerland,Maxime Chevre,new data call,CHE_075_MZB_LO,45,VD_CAR_BRE_0736,CHE_075_MZB_LO_254,Carrouge,46.57136727,6.778425516,2019,2019,1,1
Switzerland,Maxime Chevre,new data call,CHE_075_MZB_LO,45,VD_PAR_BRO_0711,CHE_075_MZB_LO_257,Parimbot,46.56549732,6.786988068,2019,2019,1,1
Switzerland,Christopher Robinson,new data call,CHE_076_MZB_LO,2,2,CHE_076_MZB_LO_2,Mezza-Gluna,46.72993537,10.12762957,2001,2022,22,22
Switzerland,Christopher Robinson,new data call,CHE_076_MZB_LO,2,3,CHE_076_MZB_LO_3,Mezza-Gluna,46.72926829,10.13072476,2001,2022,22,22
Switzerland,Christopher Robinson,new data call,CHE_076_MZB_LO,2,6,CHE_076_MZB_LO_6,Sura,46.72639271,10.12823825,2001,2022,22,22
Switzerland,Christopher Robinson,new data call,CHE_076_MZB_LO,2,8,CHE_076_MZB_LO_8,Immez,46.72696699,10.13250781,2001,2022,22,22
