"name","taxon","aqem","gen","sp","spear_yes","spear_no","mod_holo","mod_mero","tachalt_low","tachalt_pie","tachalt_alt","tachaqua_egg","tachaqua_larva","tachaqua_nymph","tachaqua_adult","current_lib","current_lip","current_lrp","current_rlp","current_rhp","current_rhb","current_ind","tachcurr_null","tachcurr_slow","tachcurr_medium","tachcurr_fast","tachdisp_aquapass","tachdisp_aquaact","tachdisp_aerpass","tachdisp_aeract","tachfeed_abs","tachfeed_dpf","tachfeed_shr","tachfeed_scr","tachfeed_fif","tachfeed_pie","tachfeed_pre","tachfeed_par","feeding_gra","feeding_min","feeding_xyl","feeding_shr","feeding_gat","feeding_aff","feeding_pff","feeding_pre","feeding_par","feeding_oth","tachfood_mior","tachfood_detl1","tachfood_dpg1","tachfood_limi","tachfood_lima","tachfood_dag1","tachfood_lmic","tachfood_lmac","tachfood_vert","tachlifedur_less1","tachlifedur_gr1","tachloco_flr","tachloco_ssw","tachloco_wsw","tachloco_crw","tachloco_bur","tachloco_int","tachloco_tat","tachloco_pat","locomotion_sws","locomotion_swd","locomotion_bub","locomotion_spw","locomotion_ses","locomotion_oth","tachlongdist_cr","tachlongdist_er","tachlongdist_mr","tachlongdist_hr","tachlongdist_ep","tachlongdist_mp","tachlongdist_est","tachlongdist_out","tachsize_less0.25","tachsize_0.25to0.5","tachsize_0.5to1","tachsize_1to2","tachsize_2to4","tachsize_4to8","tachsize_gr8","microhab_arg","microhab_pel","microhab_psa","microhab_aka","microhab_lit","microhab_phy","microhab_pom","microhab_oth","tachph_less4","tachph_4to4.5","tachph_4.5to5","tachph_5to5.5","tachph_5.5to6","tachph_gr6","tachrepcyc_less1","tachrepcyc_one","tachrepcyc_gr1","tachrepro_ovo","tachrepro_fie","tachrepro_cie","tachrepro_fic","tachrepro_frc","tachrepro_vec","tachrepro_tec","tachrepro_ase","tachresist_egg","tachresist_coc","tachresist_hou","tachresist_did","tachresist_non","tachrespir_teg","tachrespir_gil","tachrespir_pls","tachrespir_spi","tachrespir_ves","tachsal_frw","tachsal_brw","tachsap_x","tachsap_o","tachsap_b","tachsap_a","tachsap_p","streamzone_euc","streamzone_hyc","streamzone_erh","streamzone_mrh","streamzone_hrh","streamzone_epo","streamzone_mpo","streamzone_hpo","streamzone_lit","streamzone_pro","tachsub_fbcp","tachsub_grvl","tachsub_sand","tachsub_silt","tachsub_macp","tachsub_micp","tachsub_twro","tachsub_odli","tachsub_mud","tachtemp_psy","tachtemp_the","tachtemp_eut","tachtransdist_rich","tachtransdist_bcsa","tachtransdist_ppdsa","tachtransdist_mapb","tachtransdist_tmpw","tachtransdist_lake","tachtransdist_gw","tachtroph_oli","tachtroph_meso","tachtroph_eu","adspan_less1wk","adspan_gr1wk","adspan_gr1mon","adspan_gr1yr","fmwing_less5","fmwing_5to10","fmwing_10to15","fmwing_15to20","fmwing_20to30","fmwing_30to40","fmwing_40to50","fmwing_gr50","wingpair_no","wingpair_1halt","wingpair_1hind","wingpair_1elhe","wingpair_2","fecund_less100","fecund_100to1000","fecund_1000to3000","fecund_gr3000","drift_rare","drift_occ","drift_freq"
"PISCICOLA RESPIRANS","PISCICOLA RESPIRANS",4880,"PISCICOLA","RESPIRANS",0,1,1,0,3,0,0,3,3,0,2,0,0,0,0,1,0,0,0,3,3,2,3,2,0,0,0,0,0,0,0,2,0,2,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,3,0,0,2,0,0,1,0,6,3,0,0,0,1,2,2,3,0,2,0,0,0,0,2,3,0,0,0,0,0,0,0,0,10,0,0,0,1,1,3,0,3,0,0,0,3,2,0,0,0,0,0,3,0,0,0,3,0,0,0,0,3,2,0,0,3,1,0,0,0,0,2,3,3,1,0,1,0,3,1,0,0,5,0,0,1,0,0,0,3,4,4,1,0,0,2,0,0,3,1,0,0,3,0,NA,NA,NA,NA,NA,NA,NA,NA,3,0,0,0,0,3,0,0,0,3,0,0
"PISCICOLA SP.","PISCICOLA SP.",9149,"PISCICOLA","SP.",0,1,1,0,3,0,0,3,3,0,2,0,0,0,0,0.5,0,0.5,0,3,3,2,3,2,0,0,0,0,0,0,0,2,0,2,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,3,0,0,2,0,0,1.5,0,5,3.5,0,0,0,1,2,2,3,0,2,0,0,0,0,2,3,0,0,0,0,0,1.5,1.5,0,7,0,0,0,1,1,3,0,3,0,0,0,3,2,0,0,0,0,0,3,0,0,0,3,0,0,0,0,3,2,0,0,3,1,0,0,0,0,0.5,1.25,3.25,3,1,1,0,3,1,0,0,5,0,0,1,0,0,0,3,4,4,1,0,0,2,0,0,3,1,0,0,3,0,NA,NA,NA,NA,NA,NA,NA,NA,3,0,0,0,0,3,0,0,0,3,0,0
"PISCICOLIDAE GEN. SP.","PISCICOLIDAE GEN. SP.",8852,"PISCICOLIDAE","GEN. SP.",0,1,1,0,3,0,0,3,3,0,2,0,0,0,0,0.5,0,0.5,0,3,3,2,3,2,0,0,0,0,0,0,0,2,0,2,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,3,0,0,2,0,0,1.5,0,5,3.5,0,0,0,1,2,2,3,0,2,0,0,0,0,2,3,0,0,0,0,0,1.5,1.5,0,7,0,0,0,1,1,3,0,3,0,0,0,3,2,0,0,0,0,0,3,0,0,0,3,0,0,0,0,3,2,0,0,3,1,0,0,0,0,0.333333333333333,1.83333333333333,3.16666666666667,2.66666666666667,1.33333333333333,0.666666666666667,0,3,1,0,0,5,0,0,1,0,0,0,3,4,4,1,0,0,2,0,0,3,1,0,0,3,0,NA,NA,NA,NA,NA,NA,NA,NA,3,0,0,0,0,3,0,0,0,3,0,0
"PISIDIUM SP.","PISIDIUM SP.",6425,"PISIDIUM","SP.",0,1,1,0,3,2,2,3,3,0,3,0,0,0,0,0,0,1,2,2,1,0,2,1,1,0,0,0,0,0,3,0,0,0,0,0,0,0,0,10,0,0,0,0,0,3,0,5,0,0,2,0,0,2,3,0,0,0,1,4,1,2,0,0,0,2,3,5,0,1,2,3,3,3,3,0,3,0,3,2,1,0,0,0,0,4,3,0,0,1,2,0,0,1,2,3,3,3,0,3,3,3,0,0,0,0,0,0,0,1,0,0,1,0,1,3,0,0,0,3,1,0,3,2,1,0,0,0,1,1,1,2,2,0,3,0,1,1,4,4,3,0,1,3,4,1,0,3,0,3,2,1,1,2,0,3,1,1,0,0,2,3,NA,NA,NA,NA,NA,NA,NA,NA,3,0,0,0,0,3,0,0,0,3,0,0
"PLACOBDELLA COSTATA","PLACOBDELLA COSTATA",8747,"PLACOBDELLA","COSTATA",0,1,1,0,3,0,0,3,3,0,2,0,1,0,0,0,0,0,2,2,1,0,2,1,2,0,0,0,0,0,0,2,0,2,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,3,0,0,1,0,0,0,0,10,0,0,1,0,0,0,0,0,0,3,0,0,0,0,1,3,0,0,0,0,0,0,10,0,0,0,0,0,0,0,3,0,3,0,2,0,0,0,1,0,0,0,0,3,0,0,0,3,0,0,0,0,3,1,0,0,1,1,0,0,0,0,0,0,0,0,0,10,0,3,0,0,0,5,0,0,0,0,0,0,3,1,2,3,0,0,2,0,0,1,0,0,0,1.4,2.4,NA,NA,NA,NA,NA,NA,NA,NA,3,0,0,0,0,2.4,1,0,0,3,0,0
"PLACOBDELLA SP.","PLACOBDELLA SP.",12369,"PLACOBDELLA","SP.",0,1,1,0,3,0,0,3,3,0,2,0,1,0,0,0,0,0,2,2,1,0,2,1,2,0,0,0,0,0,0,2,0,2,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,3,0,0,1,0,0,0,0,10,0,0,1,0,0,0,0,0,0,3,0,0,0,0,1,3,0,0,0,0,0,0,10,0,0,0,0,0,0,0,3,0,3,0,2,0,0,0,1,0,0,0,0,3,0,0,0,3,0,0,0,0,3,1,0,0,1,1,0,0,0,0,0,0,0,0,0,10,0,3,0,0,0,5,0,0,0,0,0,0,3,1,2,3,0,0,2,0,0,1,0,0,0,1.4,2.4,NA,NA,NA,NA,NA,NA,NA,NA,3,0,0,0,0,2.4,1,0,0,3,0,0
"PLANARIA SP.","PLANARIA SP.",6429,"PLANARIA","SP.",0,1,1,0,3,0,0,3,3,0,3,0,0,1,0,0,0,0,0,2,1,1,0,2,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,3,0,0,3,0,0,0,5,0,0,0,0,0,0,0,10,0,0,0,2,2,1,1,1,0,1,0,0,0,3,0,0,0,0,0,0,0,5,5,0,0,0,0,0,1,1,2,0,3,0,0,0,0,3,0,0,0,0,0,3,0,0,0,3,0,0,0,0,3,0,0,0,3,2,0,0,0,0,0,0,0,0,0,10,0,3,0,0,0,1,0,0,0,0,2,0,0,0,1,0,0,0,2,0,1,3,2,0,0,3,0,NA,NA,NA,NA,NA,NA,NA,NA,3,0,0,0,0,2,2,0,0,3,0,0
"PLANARIA TORVA","PLANARIA TORVA",6430,"PLANARIA","TORVA",0,1,1,0,3,0,0,3,3,0,3,0,0,1,0,0,0,0,0,2,1,1,0,2,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,3,0,0,3,0,0,0,5,0,0,0,0,0,0,0,10,0,0,0,2,2,1,1,1,0,1,0,0,0,3,0,0,0,0,0,0,0,5,5,0,0,0,0,0,1,1,2,0,3,0,0,0,0,3,0,0,0,0,0,3,0,0,0,3,0,0,0,0,3,0,0,0,3,2,0,0,0,0,0,0,0,0,0,10,0,3,0,0,0,1,0,0,0,0,2,0,0,0,1,0,0,0,2,0,1,3,2,0,0,3,0,NA,NA,NA,NA,NA,NA,NA,NA,3,0,0,0,0,2,2,0,0,3,0,0
"PLANARIIDAE (INCLUDING DUGESIIDAE)","TRICLADIDA GEN. SP.",9248,"TRICLADIDA","GEN. SP.",0,1,1,0,2.625,1.375,0.375,3,3,0,3,0,0.083333334,0.388888889,0,0.138888889,0.111111111,0.277777778,1.875,2.375,1.5,0.375,0.25,2,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0.125,0,3,0,0,3,0,0.625,0,4.75,0,0.375,0,0,0,0,0,9.375,0.625,0,1.125,1.75,2.25,2.375,1.75,1.25,0,2.25,0,0,0.583333334,2.166666667,2.333333334,0,0,0,0.444444445,0.322222222,0.944444445,3.777777778,4.2,0.311111111,0,0.625,1.25,1.5,2.25,2.375,2.5,0,3,0,0,0,0,2.375,0,0,0,1.625,0,2.5,0,0,0.5,3,0,0,0,0,3,0.625,0.875,2,2.5,1,0,0.8,0.8,1.7,1,1.15,0.65,0.55,0,3.25,0.1,3.5,0,0.25,0,1.5,0,0.875,1.75,0.5,1.625,1.25,1.25,1.25,3,1.375,0.25,0.5,2.5,0.5,1.375,1.625,1.375,0,0,3,0,NA,NA,NA,NA,NA,NA,NA,NA,2.625,0,0,0,0,2.125,1.75,0,0,3,0,0
"PLANARIIDAE GEN. SP.","PLANARIIDAE GEN. SP.",9370,"PLANARIIDAE","GEN. SP.",0,1,1,0,2.25,1.75,0.75,3,3,0,3,0,0,0.444444444444444,0,0.111111111111111,0.222222222222222,0.222222222222222,0.75,1.75,2,0.75,0.5,2,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0.25,0,3,0,0,3,0,0.25,0,4.5,0,0.75,0,0,0,0,0,10,0,0,2.25,2.5,1.5,0.75,0.5,0.5,0,2.5,0,0,0.166666666666667,2.33333333333333,1.66666666666667,0,0,0,0.888888888888889,0.444444444444444,0.888888888888889,4.55555555555556,3,0.222222222222222,0,0.25,0.5,1,1.5,1.75,2,0,3,0,0,0,0,2.75,0,0,0,1.25,0,3,0,0,0,3,0,0,0,0,3,0.25,0.75,2,2,1,0,1.6,1.6,2.4,0.2,0.7,0.5,0.3,0,2.7,0,3,0,0.5,0,1,0,1.75,1.5,0,2.25,0.5,0.5,1.5,2,0.75,0.5,1,2,1,1.75,1.25,0.75,0,0,3,0,NA,NA,NA,NA,NA,NA,NA,NA,2.25,0,0,0,0,2.25,1.5,0,0,3,0,0
"PLANIPENNIA GEN. SP.","PLANIPENNIA GEN. SP.",16831,"PLANIPENNIA","GEN. SP.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"PLANORBARIUS CORNEUS","PLANORBARIUS CORNEUS",6431,"PLANORBARIUS","CORNEUS",0,1,1,0,3,0,0,3,0,0,3,0,0,1,0,0,0,0,3,1,0,0,2,1,0,0,0,0,3,1,0,0,0,0,4,0,0,2,2,0,0,0,0,2,0,2,4,2,3,2,0,1,0,1,3,0,1,0,3,0,0,0,0,0,0,0,10,0,0,0,0,1,2,3,1,0,5,0,0,0,0,3,0,0,0,2,1,0,0,6,1,0,0,0,1,1,1,3,3,0,0,0,0,0,3,0,0,0,0,0,0,0,1,1,3,0,0,0,0,3,2,0,1,2,2,0,0,0,0,0,1,2,2,2,3,0,3,1,0,0,4,1,0,0,3,0,1,3,0,1,3,1,2,0,0,0,2,3,0,0,1,3,NA,NA,NA,NA,NA,NA,NA,NA,3,0,0,0,0,0,1,3,2,3,0,0
"PLANORBARIUS SP.","PLANORBARIUS SP.",9151,"PLANORBARIUS","SP.",0,1,1,0,3,0,0,3,0,0,3,0,0,1,0,0,0,0,3,1,0,0,2,1,0,0,0,0,3,1,0,0,0,0,4,0,0,2,2,0,0,0,0,2,0,2,4,2,3,2,0,1,0,1,3,0,1,0,3,0,0,0,0,0,0,0,10,0,0,0,0,1,2,3,1,0,5,0,0,0,0,3,0,0,0,2,1,0,0,6,1,0,0,0,1,1,1,3,3,0,0,0,0,0,3,0,0,0,0,0,0,0,1,1,3,0,0,0,0,3,2,0,1,2,2,0,0,0,0,0,1,2,2,2,3,0,3,1,0,0,4,1,0,0,3,0,1,3,0,1,3,1,2,0,0,0,2,3,0,0,1,3,NA,NA,NA,NA,NA,NA,NA,NA,3,0,0,0,0,0,1,3,2,3,0,0
"PLANORBIDAE GEN. SP.","PLANORBIDAE GEN. SP.",8748,"PLANORBIDAE","GEN. SP.",0,1,1,0,3,0.272727272727273,0.0909090909090909,3,0,0,2.72727272727273,0,0,1,0,0,0,0,2.72727272727273,1.18181818181818,0.363636363636364,0.181818181818182,2,1.0625,0.1875,0,0,0,1.09090909090909,2.18181818181818,0,0,0,0,3,0,0,3,3,0,0,0,0,1,0,0.636363636363636,2,2.36363636363636,1.90909090909091,1,0,0.0909090909090909,0,2.625,0.625,0,0.818181818181818,0,3,0.272727272727273,0,0.181818181818182,0,0,0,0,10,0,0,0.545454545454545,0.545454545454545,1.18181818181818,1.63636363636364,2.36363636363636,1.27272727272727,0.0909090909090909,3.27272727272727,0.0625,0.9375,1.625,0.875,0.375,0,0,0,1,0,0,0,8,1,0,0.0909090909090909,0.272727272727273,0.636363636363636,0.818181818181818,1.63636363636364,3,0.5625,2.625,0.1875,0,0,0,3,0,0,0,0,0.1,0,0.2,1,0.9,3,0.181818181818182,0,0,0,3,1.45454545454545,0.0909090909090909,1.18181818181818,2.18181818181818,1.18181818181818,0,0,0.0909090909090909,0.151515151515152,0.151515151515152,0.333333333333333,1.09090909090909,1.36363636363636,0.666666666666667,6.15151515151515,0,2.63636363636364,1.18181818181818,0.272727272727273,0.181818181818182,3.81818181818182,0.818181818181818,0.454545454545455,0.818181818181818,2.27272727272727,0,0.363636363636364,3,0.363636363636364,1.90909090909091,2.36363636363636,0.363636363636364,1.09090909090909,0.272727272727273,0,1.18181818181818,1.90909090909091,1.27272727272727,0,0,2.42857142857143,1.71428571428571,NA,NA,NA,NA,NA,NA,NA,NA,3,0,0,0,0,1.125,1.875,0.75,0.5,3,0,0
"PLANORBIS CARINATUS","PLANORBIS CARINATUS",6435,"PLANORBIS","CARINATUS",0,1,1,0,3,1,0,3,0,0,3,0,0,1,0,0,0,0,3,1,0,0,2,1,0,0,0,0,1,2,0,0,0,0,6,0,0,2,0,0,0,0,0,2,0,0,3,2,2,1,0,0,0,3,0,0,2,0,4,0,0,0,0,0,0,0,10,0,0,1,1,1,3,3,1,0,4,0,0,0,3,0,0,0,0,3,0,0,0,7,0,0,0,0,0,0,1,3,0,3,1,0,0,0,3,0,0,0,0,0,0,1,1,0,3,2,0,0,0,3,2,0,1,3,1,0,0,0,0,0,1,3,3,1,2,0,3,1,1,1,5,1,0,2,3,0,1,3,1,3,3,2,1,1,0,0,3,2,0,0,2,3,NA,NA,NA,NA,NA,NA,NA,NA,3,0,0,0,0,0,1,3,2,3,0,0
"PLANORBIS PLANORBIS","PLANORBIS PLANORBIS",6436,"PLANORBIS","PLANORBIS",0,1,1,0,3,1,0,3,0,0,3,0,0,1,0,0,0,0,3,1,0,0,2,1,0,0,0,0,1,2,0,0,0,0,6,0,0,2,0,0,0,0,0,2,0,0,3,2,2,1,0,0,0,3,0,0,2,0,4,0,0,0,0,0,0,0,10,0,0,1,1,1,3,3,1,0,4,0,0,0,3,0,0,0,0,3,0,0,0,5,2,0,0,0,0,0,1,3,0,3,1,0,0,0,3,0,0,0,0,0,0,1,1,0,3,2,0,0,0,3,2,0,1,3,1,0,0,0,0,0,0,2,2,2,4,0,3,1,1,1,5,1,0,2,3,0,1,3,1,3,3,2,1,1,0,0,3,2,0,0,2,3,NA,NA,NA,NA,NA,NA,NA,NA,3,0,0,0,0,0,1,3,2,3,0,0
"PLANORBIS SP.","PLANORBIS SP.",9154,"PLANORBIS","SP.",0,1,1,0,3,1,0,3,0,0,3,0,0,1,0,0,0,0,3,1,0,0,2,1,0,0,0,0,1,2,0,0,0,0,6,0,0,2,0,0,0,0,0,2,0,0,3,2,2,1,0,0,0,3,0,0,2,0,4,0,0,0,0,0,0,0,10,0,0,1,1,1,3,3,1,0,4,0,0,0,3,0,0,0,0,3,0,0,0,6,1,0,0,0,0,0,1,3,0,3,1,0,0,0,3,0,0,0,0,0,0,1,1,0,3,2,0,0,0,3,2,0,1,3,1,0,0,0,0,0,0,2,3,2,3,0,3,1,1,1,5,1,0,2,3,0,1,3,1,3,3,2,1,1,0,0,3,2,0,0,2,3,NA,NA,NA,NA,NA,NA,NA,NA,3,0,0,0,0,0,1,3,2,3,0,0
"PLATAMBUS MACULATUS","PLATAMBUS MACULATUS AD.",11746,"PLATAMBUS","MACULATUS AD.",0,1,1,0,3,1,0,3,3,0,2,0,0,0,1,0,0,0,3,3,0,0,2,1,0,3,0,0,3,0,0,3,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,1,3,1,0,3,1,0,3,3,0,0,0,0,0,5,0,5,0,0,0,0,1,4,4,1,0,0,0,0,3,0,0,0,0,0,0,1,1,0,7,1,0,0,0,2,2,2,3,0,3,1,0,0,0,3,0,0,0,0,0,0,0,0,3,1,0,0,3,0,3,0,0,1,2,3,0,0,0,1,2,4,2,1,0,0,0,0,1,1,1,2,0,0,1,0,0,0,3,1,3,0,0,0,0,0,0,3,1,0,0,3,1,0,3,0,0,0,0,0,0,0,0,0,3,0,3,3,0,0,3,0,0
"PLATAMBUS SP.","PLATAMBUS SP. AD.",11745,"PLATAMBUS","SP. AD.",0,1,1,0,3,1,0,3,3,0,2,0,0,0,1,0,0,0,3,3,0,0,3,2,0,0,0,0,3,0,0,3,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,1,3,1,0,3,1,0,3,3,0,0,0,0,0,5,0,5,0,0,0,0,1,4,4,1,0,0,0,0,1,3,0,0,0,0,0,1,1,0,7,1,0,0,0,2,2,2,3,0,3,1,0,0,0,3,0,0,0,0,0,0,0,0,3,1,0,0,3,0,3,0,0,1,2,3,0,0,0,1,2,4,2,1,0,0,0,0,1,1,1,2,0,0,1,0,0,0,3,1,3,0,0,0,0,0,0,3,1,0,0,3,1,0,3,0,0,0,0,0,0,0,0,0,3,0,3,3,0,0,3,0,0
"PLATYCNEMIDIDAE GEN. SP.","PLATYCNEMIDIDAE GEN. SP.",9287,"PLATYCNEMIDIDAE","GEN. SP.",0,1,0,1,3,0,0,3,3,0,0,0,0,1,0,0,0,0,2,3,1,0,1,1,0,3,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,3,3,0,0,2,0,0,0,5,0,0,0,0,0,4,0,6,0,0,0,1,1,2,3,3,0,2,0,0,0,3,0,0,0,0,3,0,0,0,7,0,0,0,0,0,1,1,3,2,3,0,0,0,0,0,0,3,0,0,0,0,0,2,2,1,3,0,0,0,3,0,0,1,3,2,0,0,0,0,0,0,2,4,0,4,0,0,0,0,1,2,0,2,1,5,0,0,3,0,3,2,0,0,2,0,1,2,0,0,3,0,0,0,0,0,0,3,0,0,0,0,0,0,0,3,0,3,0,0,3,0,0
"PLATYCNEMIS PENNIPES","PLATYCNEMIS PENNIPES",6438,"PLATYCNEMIS","PENNIPES",0,1,0,1,3,0,0,3,3,0,0,0,0,1,0,0,0,0,2,3,1,0,1,1,0,3,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,3,3,0,0,2,0,0,0,5,0,0,0,0,0,4,0,6,0,0,0,1,1,2,3,3,0,2,0,0,0,3,0,0,0,0,0,0,0,1,7,2,0,0,0,0,1,1,3,2,3,0,0,0,0,0,0,3,0,0,0,0,0,2,2,1,3,0,0,0,3,0,0,1,3,2,0,0,0,0,1,3,4,1,0,1,0,0,0,0,1,2,0,2,1,5,0,0,3,0,3,2,0,0,2,0,1,2,0,0,3,0,0,0,0,0,0,3,0,0,0,0,0,0,0,3,0,3,0,0,3,0,0
"PLATYCNEMIS SP.","PLATYCNEMIS SP.",9156,"PLATYCNEMIS","SP.",0,1,0,1,3,0,0,3,3,0,0,0,0,1,0,0,0,0,2,3,1,0,1,1,0,3,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,3,3,0,0,2,0,0,0,5,0,0,0,0,0,4,0,6,0,0,0,1,1,2,3,3,0,2,0,0,0,3,0,0,0,0,3,0,0,0,7,0,0,0,0,0,1,1,3,2,3,0,0,0,0,0,0,3,0,0,0,0,0,2,2,1,3,0,0,0,3,0,0,1,3,2,0,0,0,0,0,0,2,4,0,4,0,0,0,0,1,2,0,2,1,5,0,0,3,0,3,2,0,0,2,0,1,2,0,0,3,0,0,0,0,0,0,3,0,0,0,0,0,0,0,3,0,3,0,0,3,0,0
"PLATYHELMINTHES GEN. SP.","PLATYHELMINTHES GEN. SP.",1000001,"PLATYHELMINTHES","GEN. SP.",NA,NA,1,0,2.75,0.916666667,0.25,3,3,0,3,0,0.188888889,0.259259259,0,0.092592593,0.074074074,0.385185185,2.083333333,2.416666667,1.333333333,0.25,0.166666667,2.333333333,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0.083333333,0,3,0,1,2.222222222,0,0.416666667,0,4.833333333,0,0.25,0,0,0,0.833333333,0,8.75,0.416666667,0,0.916666667,1.333333333,1.833333333,2.083333333,1.833333333,1.333333333,0,2.833333333,0,0,0.388888889,1.444444444,2.555555556,0,0,0,0.296296296,0.214814815,0.62962963,3.074074074,5.577777778,0.207407407,0,0.583333333,1,1.166666667,2,2.083333333,2.666666667,0,3,0,0,0,0,2.583333333,0,0,0,1.416666667,0,2.5,0,0,0.333333333,3,0,0,0,0,3,0.583333333,0.583333333,1.333333333,2.166666667,1,0,1.783333333,1.533333333,1.55,0.75,0.85,0.516666667,0.45,0.083333333,2.416666667,0.066666667,3.666666667,0,0.166666667,0,1.5,0,0.583333333,1.833333333,0.333333333,1.083333333,0.833333333,1.833333333,0.833333333,2.5,1.25,0.166666667,0.5,2.833333333,0.333333333,1.083333333,1.583333333,1.583333333,0,0,3,0,NA,NA,NA,NA,NA,NA,NA,NA,2.75,0,0,0,0,2.083333333,1.833333333,0,0,3,0,0
"PLEA MINUTISSIMA MINUTISSIMA","PLEA MINUTISSIMA MINUTISSIMA",8210,"PLEA","MINUTISSIMA MINUTISSIMA",0,1,1,0,3,0,0,3,3,0,2,0,1,0,0,0,0,0,3,1,0,0,0,2,0,2,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,3,0,3,0,0,3,0,0,0,5,0,0,0,0,0,0,5,0,5,0,0,1,0,0,1,1,0,2,3,1,3,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,1,1,1,3,0,3,0,0,0,0,0,0,3,0,0,0,0,0,1,0,0,0,0,3,0,3,2,0,0,2,1,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,4,0,0,0,1,0,0,3,0,2,2,2,0,1,0,0,3,2,0,0,3,2,3,0,0,0,0,0,0,0,0,0,0,3,0,2,1,0,0,3,0,0
"PLEA MINUTISSIMA SSP.","PLEA MINUTISSIMA SSP.",19392,"PLEA","MINUTISSIMA SSP.",0,1,1,0,3,0,0,3,3,0,2,0,1,0,0,0,0,0,3,1,0,0,0,2,0,2,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,3,0,3,0,0,3,0,0,0,5,0,0,0,0,0,0,5,0,5,0,0,1,0,0,1,1,0,2,3,1,3,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,1,1,1,3,0,3,0,0,0,0,0,0,3,0,0,0,0,0,1,0,0,0,0,3,0,3,2,0,0,2,1,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,4,0,0,0,1,0,0,3,0,2,2,2,0,1,0,0,3,2,0,0,3,2,3,0,0,0,0,0,0,0,0,0,0,3,0,2,1,0,0,3,0,0
"PLEA SP.","PLEA SP.",9158,"PLEA","SP.",0,1,1,0,3,0,0,3,3,0,2,0,1,0,0,0,0,0,3,1,0,0,0,2,0,2,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,3,0,3,0,0,3,0,0,0,5,0,0,0,0,0,0,5,0,5,0,0,1,0,0,1,1,0,2,3,1,3,0,0,0,0,0,0,0,0,2,3,3,2,0,0,0,1,1,1,3,0,3,0,0,0,0,0,0,3,0,0,0,0,0,1,0,0,0,0,3,0,3,2,0,0,2,1,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,4,0,0,0,1,0,0,3,0,2,2,2,0,1,0,0,3,2,0,0,3,2,3,0,0,0,0,0,0,0,0,0,0,3,0,2,1,0,0,3,0,0
